"Name","Nodes2","Nodes1","Length","Roughness","InOffset","OutOffset","InitFlow","MaxFlow"
31140,2292,51090,0,0.01,0,0,0,0
31185,56701,34711,0,0.01,0,0,0,0
31186,36589,53969,0,0.01,0,0,0,0
31268,2197,46467,0,0.01,0,0,0,0
31292,2573,56627,0,0.01,0,0,0,0
31296,8762,19965,0,0.01,0,0,0,0
31330,44678,28129,0,0.01,0,0,0,0
31353,31983,44800,0,0.01,0,0,0,0
31354,52424,38430,0,0.01,0,0,0,0
31466,28257,54921,0,0.01,0,0,0,0
31479,28120,10528,0,0.01,0,0,0,0
31480,58431,52990,0,0.01,0,0,0,0
31481,35542,58431,0,0.01,0,0,0,0
31691,11720,4396,0,0.48,0,0,0,0
31722,58764,47745,0,0.83,0,0,0,0
31723,8026,58764,0,0.58,0,0,0,0
32360,30602,35529,0,0.01,0,0,0,0
32361,52746,14863,0,0.01,0,0,0,0
32658,21704,32785,0,0.01,0,0,0,0
32695,26968,55718,0,0.01,0,0,0,0
32704,34639,31903,0,0.01,0,0,0,0
32716,41959,29976,0,0.01,0,0,0,0
32761,8661,54778,0,0.01,0,0,0,0
32771,30936,49272,0,0.01,0,0,0,0
32955,57506,15137,0,0.01,0,0,0,0
32984,55820,55837,0,0.01,0,0,0,0
32992,53969,3113,0,0.01,0,0,0,0
33021,43766,51090,0,0.01,0,0,0,0
33049,2293,2294,0,0.01,0,0,0,0
33052,55822,27330,0,0.01,0,0,0,0
33053,3121,28216,0,0.01,0,0,0,0
33054,2866,47537,0,0.01,0,0,0,0
33130,32865,19033,0,0.01,0,0,0,0
33186,27351,56721,0,0.01,0,0,0,0
33187,39313,51228,0,0.01,0,0,0,0
33191,25372,43769,0,0.01,0,0,0,0
33267,45587,18901,0,0.01,0,0,0,0
33268,31856,2277,0,0.01,0,0,0,0
34460,41075,15191,0,0.01,0,0,0,0
34471,2645,31902,0,0.01,0,0,0,0
34492,55758,15182,0,0.01,0,0,0,0
34497,48404,40143,0,0.01,0,0,0,0
34599,53064,2634,0,0.01,0,0,0,0
34648,58565,3239,0,0.01,0,0,0,0
34774,21638,46468,0,0.01,0,0,0,0
34799,2285,38274,0,0.01,0,0,0,0
34818,43889,29154,0,0.01,0,0,0,0
34819,28215,36587,0,0.01,0,0,0,0
34874,7806,37510,0,0.64,0,0,0,0
34895,55821,53970,0,0.01,0,0,0,0
34896,58542,26420,0,0.01,0,0,0,0
34897,53133,31010,0,0.01,0,0,0,0
34898,30055,8762,0,0.01,0,0,0,0
34899,39303,7807,0,0.01,0,0,0,0
34920,18006,38273,0,0.01,0,0,0,0
34921,3573,18006,0,0.01,0,0,0,0
34922,30890,42854,0,0.01,0,0,0,0
34968,NA,21769,0,0.01,0,0,0,0
34994,3489,28257,0,0.01,0,0,0,0
34995,50356,47569,0,0.01,0,0,0,0
35013,38411,41154,0,0.01,0,0,0,0
35034,8647,52996,0,0.01,0,0,0,0
35035,47426,18006,0,0.01,0,0,0,0
35043,NA,46590,0,0.01,0,0,0,0
35251,43118,22842,0,0.35,0,0,0,0
35252,43119,53274,0,0.01,0,0,0,0
35270,26629,4779,0,0.71,0,0,0,0
35288,30257,58765,0,0.98,0,0,0,0
35480,37743,53393,0,0.01,0,0,0,0
35481,20265,56998,0,0.01,0,0,0,0
35764,20484,2207,0,0.01,0,0,0,0
35766,NA,33758,0,0.01,0,0,0,0
35784,NA,26436,0,0.01,0,0,0,0
35928,27270,2634,0,0.01,0,0,0,0
35955,38395,14341,0,0.01,0,0,0,0
35965,43856,46478,0,0.01,0,0,0,0
36030,24151,12990,0,0.01,0,0,0,0
36263,55758,29079,0,0.01,0,0,0,0
36264,38327,25430,0,0.01,0,0,0,0
36265,57546,53051,0,0.01,0,0,0,0
36266,22611,42903,0,0.01,0,0,0,0
36273,2569,21694,0,0.01,0,0,0,0
36274,58419,23469,0,0.01,0,0,0,0
36287,48341,9558,0,0.01,0,0,0,0
36288,49272,40132,0,0.01,0,0,0,0
36432,38330,41075,0,0.01,0,0,0,0
36436,37453,49270,0,0.01,0,0,0,0
36437,25418,46513,0,0.01,0,0,0,0
36445,50247,32785,0,0.01,0,0,0,0
36487,33679,2565,0,0.01,0,0,0,0
36488,40132,46515,0,0.01,0,0,0,0
36553,40145,52142,0,0.01,0,0,0,0
36582,13306,10582,0,0.01,0,0,0,0
36584,11563,3099,0,0.01,0,0,0,0
36587,48465,58547,0,0.01,0,0,0,0
36636,43767,11459,0,0.01,0,0,0,0
36647,18109,14352,0,0.01,0,0,0,0
36662,2282,35545,0,0.01,0,0,0,0
36665,47537,35652,0,0.01,0,0,0,0
36666,41143,45704,0,0.01,0,0,0,0
36723,18108,57628,0,0.01,0,0,0,0
36733,24582,57648,0,0.01,0,0,0,0
36818,3099,31957,0,0.01,0,0,0,0
36820,25527,50356,0,0.01,0,0,0,0
36858,9560,25354,0,0.01,0,0,0,0
36859,2208,36445,0,0.01,0,0,0,0
36860,2274,32898,0,0.01,0,0,0,0
37426,52745,40739,0,0.01,0,0,0,0
37427,24151,21388,0,0.01,0,0,0,0
37722,15180,14255,0,0.01,0,0,0,0
37737,NA,3105,0,0.01,0,0,0,0
37738,13245,57505,0,0.01,0,0,0,0
38032,2201,58420,0,0.01,0,0,0,0
38036,36504,3120,0,0.01,0,0,0,0
38037,24463,25418,0,0.01,0,0,0,0
38058,58420,2197,0,0.01,0,0,0,0
38060,57492,2200,0,0.01,0,0,0,0
38079,14258,18948,0,0.01,0,0,0,0
38082,2568,55756,0,0.01,0,0,0,0
38083,29076,53050,0,0.01,0,0,0,0
38100,30935,27265,0,0.01,0,0,0,0
38187,33691,2636,0,0.01,0,0,0,0
38188,36514,2637,0,0.01,0,0,0,0
38190,7715,42903,0,0.01,0,0,0,0
38191,33682,32777,0,0.01,0,0,0,0
38192,32777,23530,0,0.01,0,0,0,0
38243,29079,24464,0,0.01,0,0,0,0
38267,2658,46534,0,0.01,0,0,0,0
38269,15137,2287,0,0.01,0,0,0,0
38285,19013,11564,0,0.01,0,0,0,0
38286,25351,45703,0,0.01,0,0,0,0
38331,21641,2208,0,0.01,0,0,0,0
38332,2276,31856,0,0.01,0,0,0,0
38333,35542,26314,0,0.01,0,0,0,0
38411,20749,19819,0,0.01,0,0,0,0
38412,16063,43755,0,0.01,0,0,0,0
38417,32785,13305,0,0.01,0,0,0,0
38438,49271,21693,0,0.01,0,0,0,0
38439,2563,49271,0,0.01,0,0,0,0
38440,38311,2567,0,0.01,0,0,0,0
38446,13358,45713,0,0.01,0,0,0,0
38520,3488,25527,0,0.01,0,0,0,0
38535,20883,22689,0,0.01,0,0,0,0
38575,14352,52221,0,0.01,0,0,0,0
38719,NA,15487,0,0.01,0,0,0,0
38948,4396,49508,0,0.76,0,0,0,0
39445,NA,1956,0,0.01,0,0,0,0
39446,48968,29944,0,0.01,0,0,0,0
39854,46621,20880,0,0.01,0,0,0,0
39855,57627,3225,0,0.01,0,0,0,0
39862,2644,2643,0,0.01,0,0,0,0
39863,41973,2644,0,0.01,0,0,0,0
39903,26447,18111,0,0.01,0,0,0,0
39970,40133,2568,0,0.01,0,0,0,0
39988,42903,2576,0,0.01,0,0,0,0
39992,57492,2198,0,0.01,0,0,0,0
39999,21694,42902,0,0.01,0,0,0,0
40039,25422,41061,0,0.01,0,0,0,0
40045,52075,14200,0,0.01,0,0,0,0
40061,2642,13305,0,0.01,0,0,0,0
40090,14328,11563,0,0.01,0,0,0,0
40091,53122,47528,0,0.01,0,0,0,0
40095,3113,17119,0,0.01,0,0,0,0
40135,2292,10529,0,0.01,0,0,0,0
40139,11561,29143,0,0.01,0,0,0,0
40154,NA,7671,0,0.01,0,0,0,0
40156,27330,22675,0,0.01,0,0,0,0
40246,2280,35543,0,0.01,0,0,0,0
40346,34678,43856,0,0.01,0,0,0,0
40572,44023,35829,0,2.92,0,0,0,0
40707,53393,35938,0,0.01,0,0,0,0
41243,NA,55704,0,0.01,0,0,0,0
41244,NA,29985,0,0.01,0,0,0,0
41245,NA,34619,0,0.01,0,0,0,0
41246,NA,7099,0,0.01,0,0,0,0
41458,56638,46532,0,0.01,0,0,0,0
41480,23650,30092,0,0.01,0,0,0,0
41490,22689,19981,0,0.01,0,0,0,0
41491,30093,11608,0,0.01,0,0,0,0
41645,50187,45745,0,0.01,0,0,0,0
41649,46513,7713,0,0.01,0,0,0,0
41660,2651,2650,0,0.01,0,0,0,0
41669,42912,32787,0,0.01,0,0,0,0
41671,19819,8635,0,0.01,0,0,0,0
41672,49223,9559,0,0.01,0,0,0,0
41682,14254,30935,0,0.01,0,0,0,0
41765,2659,18052,0,0.01,0,0,0,0
41809,24542,2856,0,0.01,0,0,0,0
41810,NA,14343,0,0.01,0,0,0,0
41838,47569,10674,0,0.01,0,0,0,0
41839,57649,50357,0,0.01,0,0,0,0
41849,17146,3227,0,0.01,0,0,0,0
41870,50235,33682,0,0.01,0,0,0,0
41871,2576,47469,0,0.01,0,0,0,0
41903,34622,33680,0,0.01,0,0,0,0
41904,41956,57545,0,0.01,0,0,0,0
41962,18089,57616,0,0.01,0,0,0,0
42019,35545,55717,0,0.01,0,0,0,0
42022,49343,54869,0,0.01,0,0,0,0
42062,NA,44678,0,0.01,0,0,0,0
42104,39460,14490,0,0.32,0,0,0,0
42124,9888,15494,0,0.56,0,0,0,0
42140,22878,30257,0,2.8,0,0,0,0
42141,40420,47746,0,1.02,0,0,0,0
42157,2273,9572,0,0.01,0,0,0,0
42158,58431,28120,0,0.01,0,0,0,0
42430,NA,12598,0,0.01,0,0,0,0
42524,36949,13245,0,0.01,0,0,0,0
42767,58547,17133,0,0.01,0,0,0,0
43344,29081,33683,0,0.01,0,0,0,0
43358,21695,41955,0,0.01,0,0,0,0
43372,29080,13295,0,0.01,0,0,0,0
43480,46513,37453,0,0.01,0,0,0,0
43485,29092,2649,0,0.01,0,0,0,0
43487,25353,51082,0,0.01,0,0,0,0
43496,58482,27272,0,0.01,0,0,0,0
43530,3114,14258,0,0.01,0,0,0,0
43531,50230,29073,0,0.01,0,0,0,0
43586,29924,50374,0,0.01,0,0,0,0
43694,41072,20806,0,0.01,0,0,0,0
43725,8649,57506,0,0.01,0,0,0,0
43735,50374,53917,0,0.01,0,0,0,0
43744,41974,50249,0,0.01,0,0,0,0
43745,13307,2653,0,0.01,0,0,0,0
43751,36606,50333,0,0.01,0,0,0,0
43752,16194,8759,0,0.01,0,0,0,0
43804,45713,50323,0,0.01,0,0,0,0
43819,51204,7795,0,0.01,0,0,0,0
43866,32865,49364,0,0.01,0,0,0,0
44002,35541,36457,0,0.01,0,0,0,0
44003,20762,2278,0,0.01,0,0,0,0
44278,NA,40420,0,0.01,0,0,0,0
44700,NA,29985,0,0.01,0,0,0,0
44852,2655,41974,0,0.01,0,0,0,0
44853,2656,13307,0,0.01,0,0,0,0
44861,17133,56701,0,0.01,0,0,0,0
44862,NA,43889,0,0.01,0,0,0,0
44909,NA,47148,0,0.01,0,0,0,0
45122,18007,52082,0,0.01,0,0,0,0
45142,41074,43810,0,0.01,0,0,0,0
45147,2198,31846,0,0.01,0,0,0,0
45152,9558,13246,0,0.01,0,0,0,0
45184,55757,41958,0,0.01,0,0,0,0
45215,27265,50229,0,0.01,0,0,0,0
45283,53052,11505,0,0.01,0,0,0,0
45304,3227,18110,0,0.01,0,0,0,0
45325,41976,13309,0,0.01,0,0,0,0
45339,2196,2642,0,0.01,0,0,0,0
45409,38274,48348,0,0.01,0,0,0,0
45453,51090,58434,0,0.01,0,0,0,0
45484,7807,11574,0,0.01,0,0,0,0
45678,52996,2274,0,0.01,0,0,0,0
45679,37398,7670,0,0.01,0,0,0,0
45680,30889,55716,0,0.01,0,0,0,0
45681,38272,31857,0,0.01,0,0,0,0
45687,NA,18088,0,0.01,0,0,0,0
46029,43117,43118,0,0.44,0,0,0,0
46052,4399,4397,0,4.6,0,0,0,0
46055,NA,24708,0,0.01,0,0,0,0
46086,54172,38588,0,0.6,0,0,0,0
46141,48465,50629,0,0.01,0,0,0,0
46775,37412,54779,0,0.01,0,0,0,0
46797,29155,50322,0,0.01,0,0,0,0
46798,7807,2866,0,0.01,0,0,0,0
46906,25421,52129,0,0.01,0,0,0,0
46907,56626,41958,0,0.01,0,0,0,0
47004,56640,15191,0,0.01,0,0,0,0
47011,16128,32785,0,0.01,0,0,0,0
47012,2203,2204,0,0.01,0,0,0,0
47013,27351,32865,0,0.01,0,0,0,0
47017,23657,33629,0,0.01,0,0,0,0
47018,2204,20751,0,0.01,0,0,0,0
47021,29076,41959,0,0.01,0,0,0,0
47022,2199,51081,0,0.01,0,0,0,0
47023,40144,57557,0,0.01,0,0,0,0
47128,10579,53917,0,0.01,0,0,0,0
47138,2574,50234,0,0.01,0,0,0,0
47143,20805,53916,0,0.01,0,0,0,0
47160,50236,36506,0,0.01,0,0,0,0
47179,38280,8661,0,0.01,0,0,0,0
47271,33693,2654,0,0.01,0,0,0,0
47272,10581,13307,0,0.01,0,0,0,0
47277,19012,3112,0,0.01,0,0,0,0
47280,31958,36589,0,0.01,0,0,0,0
47318,2290,52082,0,0.01,0,0,0,0
47390,2275,28120,0,0.01,0,0,0,0
47391,16081,45587,0,0.01,0,0,0,0
47397,20862,25491,0,0.01,0,0,0,0
47398,NA,20862,0,0.01,0,0,0,0
47614,39460,43117,0,0.51,0,0,0,0
47626,29295,36749,0,0.95,0,0,0,0
47736,4778,55994,0,0.54,0,0,0,0
48295,20484,59089,0,0.01,0,0,0,0
48298,NA,30947,0,0.01,0,0,0,0
48686,20763,7671,0,0.01,0,0,0,0
48789,34635,2640,0,0.01,0,0,0,0
48804,32732,9558,0,0.01,0,0,0,0
48810,52998,28121,0,0.01,0,0,0,0
48818,11448,44655,0,0.01,0,0,0,0
48827,33679,2564,0,0.01,0,0,0,0
48872,26447,45715,0,0.01,0,0,0,0
48901,10578,38329,0,0.01,0,0,0,0
49049,2654,2655,0,0.01,0,0,0,0
49055,45703,27329,0,0.01,0,0,0,0
49109,54779,16092,0,0.01,0,0,0,0
49142,NA,1956,0,0.01,0,0,0,0
49174,45717,58565,0,0.01,0,0,0,0
49175,20910,9714,0,0.01,0,0,0,0
49219,3224,53147,0,0.01,0,0,0,0
49220,3224,27351,0,0.01,0,0,0,0
49223,50190,34528,0,0.01,0,0,0,0
49288,55706,30882,0,0.01,0,0,0,0
49424,NA,27584,0,0.01,0,0,0,0
49485,49508,39460,0,1.36,0,0,0,0
50375,55717,35544,0,0.01,0,0,0,0
50552,19826,52082,0,0.01,0,0,0,0
50563,20807,34638,0,0.01,0,0,0,0
50591,2563,36505,0,0.01,0,0,0,0
50592,53049,2563,0,0.01,0,0,0,0
50621,50186,12438,0,0.01,0,0,0,0
50668,52130,29978,0,0.01,0,0,0,0
50669,54804,53063,0,0.01,0,0,0,0
50699,50234,39225,0,0.01,0,0,0,0
50700,25430,12383,0,0.01,0,0,0,0
50701,29984,46533,0,0.01,0,0,0,0
50754,18947,34623,0,0.01,0,0,0,0
50794,34637,23546,0,0.01,0,0,0,0
50799,50333,46620,0,0.01,0,0,0,0
50802,17119,36588,0,0.01,0,0,0,0
50803,57492,19014,0,0.01,0,0,0,0
50804,23612,25351,0,0.01,0,0,0,0
50882,15269,27344,0,0.01,0,0,0,0
50917,55727,16090,0,0.01,0,0,0,0
50935,18107,36606,0,0.01,0,0,0,0
50936,49364,18107,0,0.01,0,0,0,0
51020,NA,23625,0,0.01,0,0,0,0
51036,28257,57649,0,0.01,0,0,0,0
51046,36457,17007,0,0.01,0,0,0,0
51065,15136,34678,0,0.01,0,0,0,0
52050,18100,41143,0,0.01,0,0,0,0
52051,58562,13358,0,0.01,0,0,0,0
52283,24472,36514,0,0.01,0,0,0,0
52284,2649,14268,0,0.01,0,0,0,0
52288,57626,57627,0,0.01,0,0,0,0
52298,43810,45639,0,0.01,0,0,0,0
52309,39190,45589,0,0.01,0,0,0,0
52310,58435,10530,0,0.01,0,0,0,0
52311,28121,58435,0,0.01,0,0,0,0
52313,38314,52129,0,0.01,0,0,0,0
52424,19867,27266,0,0.01,0,0,0,0
52425,33680,29974,0,0.01,0,0,0,0
52451,41954,14256,0,0.01,0,0,0,0
52454,54778,1948,0,0.01,0,0,0,0
52497,29079,58475,0,0.01,0,0,0,0
52498,46517,25422,0,0.01,0,0,0,0
52503,45578,52075,0,0.01,0,0,0,0
52526,24423,38274,0,0.01,0,0,0,0
52539,58434,17009,0,0.01,0,0,0,0
52563,17008,57505,0,0.01,0,0,0,0
52569,27331,33750,0,0.01,0,0,0,0
52634,9714,16236,0,0.01,0,0,0,0
52744,45588,2279,0,0.01,0,0,0,0
52745,46477,2278,0,0.01,0,0,0,0
52970,NA,16195,0,0.01,0,0,0,0
52997,55994,45015,0,0.56,0,0,0,0
53014,55993,49564,0,0.71,0,0,0,0
53175,43119,39461,0,1.16,0,0,0,0
53178,12598,39461,0,1.16,0,0,0,0
53584,35247,24151,0,0.01,0,0,0,0
53713,NA,25372,0,0.01,0,0,0,0
53714,NA,24122,0,0.01,0,0,0,0
53715,NA,31848,0,0.01,0,0,0,0
53716,NA,54804,0,0.01,0,0,0,0
53718,NA,46533,0,0.01,0,0,0,0
53736,NA,32855,0,0.01,0,0,0,0
53737,NA,17008,0,0.01,0,0,0,0
54029,50248,29986,0,0.01,0,0,0,0
54030,15191,10580,0,0.01,0,0,0,0
54033,49270,36504,0,0.01,0,0,0,0
54034,2561,37453,0,0.01,0,0,0,0
54035,29972,37453,0,0.01,0,0,0,0
54046,34636,58482,0,0.01,0,0,0,0
54049,52990,22556,0,0.01,0,0,0,0
54051,48341,29924,0,0.01,0,0,0,0
54082,18047,9611,0,0.01,0,0,0,0
54083,12375,29076,0,0.01,0,0,0,0
54084,3228,32866,0,0.01,0,0,0,0
54085,48405,53916,0,0.01,0,0,0,0
54086,2634,19880,0,0.01,0,0,0,0
54146,3228,26447,0,0.01,0,0,0,0
54149,36513,53916,0,0.01,0,0,0,0
54165,41955,2567,0,0.01,0,0,0,0
54199,2569,56624,0,0.01,0,0,0,0
54201,23545,8634,0,0.01,0,0,0,0
54233,20806,8693,0,0.01,0,0,0,0
54276,44718,41974,0,0.01,0,0,0,0
54282,55837,25500,0,0.01,0,0,0,0
54327,43767,2291,0,0.01,0,0,0,0
54342,19825,48348,0,0.01,0,0,0,0
54347,53970,16177,0,0.01,0,0,0,0
54364,30890,46477,0,0.01,0,0,0,0
54365,56585,35543,0,0.01,0,0,0,0
54472,44799,50337,0,0.01,0,0,0,0
54474,NA,23625,0,0.01,0,0,0,0
54503,30882,16064,0,0.01,0,0,0,0
54746,NA,12598,0,0.01,0,0,0,0
55352,15752,2303,0,0.01,0,0,0,0
55355,NA,54815,0,0.01,0,0,0,0
55357,NA,34619,0,0.01,0,0,0,0
55799,29986,29092,0,0.01,0,0,0,0
55810,40146,14269,0,0.01,0,0,0,0
55813,15190,2646,0,0.01,0,0,0,0
55814,47476,41074,0,0.01,0,0,0,0
55851,29073,53049,0,0.01,0,0,0,0
55931,53917,38328,0,0.01,0,0,0,0
55935,3228,51141,0,0.01,0,0,0,0
55945,46532,57547,0,0.01,0,0,0,0
55966,13309,34639,0,0.01,0,0,0,0
55993,12383,2635,0,0.01,0,0,0,0
55994,58475,57546,0,0.01,0,0,0,0
56004,2568,30936,0,0.01,0,0,0,0
56005,10569,2568,0,0.01,0,0,0,0
56045,44655,43754,0,0.01,0,0,0,0
56077,57518,17022,0,0.01,0,0,0,0
56087,23611,14328,0,0.01,0,0,0,0
56088,14326,24527,0,0.01,0,0,0,0
56092,55837,23612,0,0.01,0,0,0,0
56140,29154,7806,0,0.01,0,0,0,0
56153,28216,58542,0,0.01,0,0,0,0
56154,41143,39303,0,0.01,0,0,0,0
56346,44656,58421,0,0.01,0,0,0,0
56583,35829,44024,0,2.76,0,0,0,0
56584,29295,44023,0,1.48,0,0,0,0
56601,4780,13571,0,0.41,0,0,0,0
56699,5391,37743,0,0.01,0,0,0,0
57139,NA,42902,0,0.01,0,0,0,0
57140,54468,15180,0,0.01,0,0,0,0
57156,55837,59090,0,0.01,0,0,0,0
57157,25351,11147,0,0.01,0,0,0,0
59577,NA,61449,0,0.01,0,0,0,0
59578,61448,61449,0,0.01,0,0,0,0
209505,190507,47469,0,0.01,0,0,0,0
209506,190508,47469,0,0.01,0,0,0,0
209507,7715,190506,0,0.01,0,0,0,0
